ref	start	stop	domain	dScore	rDomain	dMatch	phylum	pScore	rPhylum	pMatch	class	cScore	rClass	cMatch	order	oScore	rOrder	oMatch	family	fScore	rFamily	fMatch	genus	gScore	rGenus	gMatch
631913	1255	1329	Bacteria	1.0	Bacteria	1	Firmicutes	0.98	Firmicutes	1	Bacilli	0.97	Bacilli	1	Lactobacillales	0.8	Lactobacillales	1	Aerococcaceae	0.17	Lactobacillales	0	Aerococcus	0.17	Aerococcaceae	0
685473	976	1050	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	0.99	Bacilli	1	Bacillales	0.95	Bacillales	1	Staphylococcaceae	0.95	Bacillales	0	Staphylococcus	0.94	Staphylococcaceae	0
4335158	388	462	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Micrococcaceae	0.87	Actinomycetales	0	Rothia	0.87	Micrococcaceae	0
4473502	972	1046	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.28	Chloroflexi	0	Bacteroidia	0.19	Anaerolineae	0	Bacteroidales	0.19	OPB11	0	Marinilabiaceae	0.04	OPB11	0	Anaerophaga	0.04	NA	NA	4147239	1187	1261	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Betaproteobacteria	1.0	Betaproteobacteria	1	Burkholderiales	1.0	Burkholderiales	1	Comamonadaceae	0.98	Burkholderiales	0	Delftia	0.54	Comamonadaceae	0
140581	95	169	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Chloroflexi	0	Gammaproteobacteria	1.0	Anaerolineae	0	Alteromonadales	1.0	SBR1031	0	Pseudoalteromonadaceae	0.81	SBR1031	0	Pseudoalteromonas	0.81	A4b	0
3906170	1028	1102	Bacteria	1.0	Bacteria	1	Proteobacteria	0.64	Proteobacteria	1	Deltaproteobacteria	0.04	Deltaproteobacteria	1	Desulfobacterales	0.0	NA	NA	Desulfobacteraceae	0.0	NA	NA	Desulfobacterium	0.0	NA	NA	683674	366	440	Bacteria	0.98	Bacteria	1	Bacteroidetes	0.38	Bacteroidetes	1	Flavobacteria	0.11	Bacteroidia	0	Flavobacteriales	0.11	Bacteroidales	0	Flavobacteriaceae	0.11	Bacteroidales	0	Ornithobacterium	0.08	BS11	0
4110951	159	233	Archaea	0.4	Archaea	1	Crenarchaeota	0.22	Euryarchaeota	0	Thermoprotei	0.22	Methanobacteria	0	Fervidicoccales	0.05	Methanobacteriales	0	Fervidicoccaceae	0.05	Methanobacteriales	0	Fervidicoccus	0.05	MSBL1	0
222947	57	131	Bacteria	1.0	Bacteria	1	Proteobacteria	0.99	Proteobacteria	1	Gammaproteobacteria	0.99	Gammaproteobacteria	1	Pseudomonadales	0.95	Pseudomonadales	1	Pseudomonadaceae	0.95	Pseudomonadales	0	Pseudomonas	0.93	Pseudomonadaceae	0
438502	277	351	Bacteria	1.0	Bacteria	1	Firmicutes	0.97	Firmicutes	1	Bacilli	0.96	Bacilli	1	Lactobacillales	0.9	Lactobacillales	1	Leuconostocaceae	0.82	Lactobacillales	0	Leuconostoc	0.63	Lactobacillaceae	0
89077	580	654	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Firmicutes	0	Alphaproteobacteria	1.0	Bacilli	0	Rhizobiales	0.96	Bacillales	0	Hyphomicrobiaceae	0.89	Bacillales	0	Pedomicrobium	0.51	NA	NA	4326180	434	508	Bacteria	1.0	Bacteria	1	Planctomycetes	0.85	Planctomycetes	1	Planctomycetacia	0.85	Planctomycetia	0	Planctomycetales	0.85	Pirellulales	0	Planctomycetaceae	0.85	Pirellulales	0	Isosphaera	0.18	Pirellulaceae	0
571752	1331	1405	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Chloroflexi	0	Alphaproteobacteria	1.0	Anaerolineae	0	Rhizobiales	1.0	OPB11	0	Rhizobiaceae	0.94	OPB11	0	Rhizobium	0.59	NA	NA	4322445	98	172	Bacteria	0.96	Bacteria	1	Proteobacteria	0.29	Firmicutes	0	Deltaproteobacteria	0.23	Clostridia	0	Desulfovibrionales	0.19	Clostridiales	0	Desulfonatronaceae	0.16	Clostridiales	0	Desulfonatronum	0.16	NA	NA	4248448	1139	1213	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Bacilli	0.96	Bacilli	1	Bacillales	0.62	Bacillales	1	Bacillaceae 1	0.6	Bacillales	0	Geobacillus	0.49	Bacillaceae	0
140598	19	93	Bacteria	0.99	Bacteria	1	Firmicutes	0.75	Firmicutes	1	Bacilli	0.57	Bacilli	1	Bacillales	0.55	Bacillales	1	Bacillaceae 2	0.48	Bacillales	0	Salimicrobium	0.24	Bacillaceae	0
1068972	951	1025	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Bacilli	0.95	Bacilli	1	Lactobacillales	0.56	Lactobacillales	1	Streptococcaceae	0.56	Lactobacillales	0	Streptococcus	0.56	Streptococcaceae	0
4432955	415	489	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Clostridia	1.0	Clostridia	1	Clostridiales	1.0	Clostridiales	1	Lachnospiraceae	1.0	Clostridiales	0	Coprococcus	0.54	Lachnospiraceae	0
875000	260	334	Bacteria	1.0	Bacteria	1	Actinobacteria	0.5	Actinobacteria	1	Actinobacteria	0.5	Actinobacteria	1	Actinomycetales	0.42	Actinomycetales	1	Corynebacteriaceae	0.13	Actinomycetales	0	Corynebacterium	0.13	Corynebacteriaceae	0
274743	71	145	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Epsilonproteobacteria	1.0	Epsilonproteobacteria	1	Campylobacterales	1.0	Campylobacterales	1	Campylobacteraceae	1.0	Campylobacterales	0	Campylobacter	1.0	Campylobacteraceae	0
1006328	1226	1300	Bacteria	1.0	Bacteria	1	Proteobacteria	0.58	Proteobacteria	1	Alphaproteobacteria	0.48	Alphaproteobacteria	1	Sphingomonadales	0.33	Sphingomonadales	1	Sphingomonadaceae	0.3	Sphingomonadales	0	Sphingomonas	0.21	Sphingomonadaceae	0
4452513	840	914	Bacteria	1.0	Bacteria	1	Actinobacteria	0.97	Actinobacteria	1	Actinobacteria	0.97	Actinobacteria	1	Actinomycetales	0.97	Actinomycetales	1	Streptomycetaceae	0.53	Actinomycetales	0	Kitasatospora	0.29	Intrasporangiaceae	0
821581	301	375	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Alphaproteobacteria	0.99	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiales	1	Rhizobiaceae	0.34	Rhizobiales	0	Ensifer	0.3	Brucellaceae	0
530245	72	146	Bacteria	0.99	Bacteria	1	Firmicutes	0.55	Firmicutes	1	Bacilli	0.43	Bacilli	1	Bacillales	0.37	Lactobacillales	0	Planococcaceae	0.25	Lactobacillales	0	Filibacter	0.19	Carnobacteriaceae	0
406910	314	388	Bacteria	1.0	Bacteria	1	Firmicutes	0.56	Firmicutes	1	Clostridia	0.56	Clostridia	1	Clostridiales	0.56	Clostridiales	1	Clostridiales_Incertae Sedis XI	0.54	Clostridiales	0	Anaerococcus	0.54	[Tissierellaceae]	0
376234	792	866	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Proteobacteria	0	Bacilli	1.0	Gammaproteobacteria	0	Bacillales	1.0	Aeromonadales	0	Staphylococcaceae	1.0	Aeromonadales	0	Staphylococcus	1.0	Aeromonadaceae	0
226444	961	1035	Bacteria	0.89	Bacteria	1	Proteobacteria	0.54	Spirochaetes	0	Alphaproteobacteria	0.27	Spirochaetes	0	Rhodospirillales	0.18	Spirochaetales	0	Acetobacteraceae	0.15	Spirochaetales	0	Acidisphaera	0.1	Spirochaetaceae	0
203226	156	230	Bacteria	1.0	Bacteria	1	Proteobacteria	0.95	Proteobacteria	1	Gammaproteobacteria	0.75	Gammaproteobacteria	1	Pseudomonadales	0.04	Chromatiales	0	Moraxellaceae	0.03	Chromatiales	0	Perlucidibaca	0.03	NA	NA	720996	762	836	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	1.0	Bacillales	1	Staphylococcaceae	1.0	Bacillales	0	Staphylococcus	1.0	Staphylococcaceae	0
4318454	492	566	Bacteria	1.0	Bacteria	1	Firmicutes	0.94	Firmicutes	1	Clostridia	0.94	Clostridia	1	Clostridiales	0.94	Clostridiales	1	Lachnospiraceae	0.94	Clostridiales	0	Clostridium XlVa	0.34	Lachnospiraceae	0
740923	144	218	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Alphaproteobacteria	0.99	Alphaproteobacteria	1	Rhizobiales	0.99	Rhizobiales	1	Hyphomicrobiaceae	0.91	Rhizobiales	0	Devosia	0.91	Hyphomicrobiaceae	0
732905	1192	1266	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.93	Bacteroidetes	1	Bacteroidia	0.6	Bacteroidia	1	Bacteroidales	0.6	Bacteroidales	1	Bacteroidaceae	0.52	Bacteroidales	0	Bacteroides	0.52	[Paraprevotellaceae]	0
4473089	518	592	Bacteria	0.87	Archaea	0	Firmicutes	0.22	Crenarchaeota	0	Clostridia	0.17	Thaumarchaeota	0	Clostridiales	0.17	Cenarchaeales	0	Lachnospiraceae	0.09	Cenarchaeales	0	Catonella	0.08	Cenarchaeaceae	0
844681	196	270	Bacteria	1.0	Bacteria	1	Cyanobacteria/Chloroplast	0.75	Cyanobacteria	0	Cyanobacteria	0.75	Synechococcophycideae	0	Family II	0.64	Synechococcales	0	Family II	0.64	Synechococcales	0	GpIIa	0.64	Synechococcaceae	0
4319121	168	242	Bacteria	0.98	Bacteria	1	Bacteroidetes	0.44	Bacteroidetes	1	Flavobacteria	0.32	Flavobacteriia	0	Flavobacteriales	0.32	Flavobacteriales	1	Flavobacteriaceae	0.31	Flavobacteriales	0	Soonwooa	0.14	[Weeksellaceae]	0
4352653	433	507	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Bacteroidia	0.88	Bacteroidia	1	Bacteroidales	0.88	Bacteroidales	1	Bacteroidaceae	0.88	Bacteroidales	0	Bacteroides	0.88	Bacteroidaceae	0
4340557	485	559	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Aeromonadales	0.68	Aeromonadales	1	Aeromonadaceae	0.68	Aeromonadales	0	Aeromonas	0.68	Aeromonadaceae	0
652691	513	587	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Lactobacillales	1.0	Lactobacillales	1	Streptococcaceae	0.98	Lactobacillales	0	Streptococcus	0.98	Streptococcaceae	0
2936237	1003	1077	Bacteria	1.0	Bacteria	1	Proteobacteria	0.46	Gemmatimonadetes	0	Alphaproteobacteria	0.28	Gemm-2	0	Rhodobacterales	0.12	NA	NA	Rhodobacteraceae	0.12	NA	NA	Rubrimonas	0.05	NA	NA	169453	444	518	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Negativicutes	1.0	Clostridia	0	Selenomonadales	1.0	Clostridiales	0	Veillonellaceae	1.0	Clostridiales	0	Dialister	0.99	Veillonellaceae	0
4319068	1082	1156	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.99	Bacteroidetes	1	Flavobacteria	0.99	Flavobacteriia	0	Flavobacteriales	0.99	Flavobacteriales	1	Flavobacteriaceae	0.99	Flavobacteriales	0	Lutibacter	0.12	Flavobacteriaceae	0
1061453	1141	1215	Bacteria	1.0	Bacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinomycetales	0.94	Actinomycetales	1	Propionibacteriaceae	0.58	Actinomycetales	0	Propionibacterium	0.47	Propionibacteriaceae	0
325972	1360	1434	Bacteria	1.0	Archaea	0	Deinococcus-Thermus	0.33	Euryarchaeota	0	Deinococci	0.33	Methanobacteria	0	Thermales	0.32	Methanobacteriales	0	Thermaceae	0.32	Methanobacteriales	0	Thermus	0.31	MSBL1	0
4450182	708	782	Archaea	0.55	Archaea	1	Euryarchaeota	0.42	Crenarchaeota	0	Methanomicrobia	0.32	Thaumarchaeota	0	Methanomicrobiales	0.28	Cenarchaeales	0	Methanospirillaceae	0.18	Cenarchaeales	0	Methanospirillum	0.18	Cenarchaeaceae	0
1100976	980	1054	Bacteria	1.0	Bacteria	1	Proteobacteria	0.84	Proteobacteria	1	Alphaproteobacteria	0.83	Alphaproteobacteria	1	Sphingomonadales	0.43	Sphingomonadales	1	Sphingomonadaceae	0.43	Sphingomonadales	0	Sphingobium	0.42	Sphingomonadaceae	0
4048744	420	494	Bacteria	0.93	Bacteria	1	Proteobacteria	0.68	Proteobacteria	1	Alphaproteobacteria	0.39	Alphaproteobacteria	1	Rhodospirillales	0.24	Rickettsiales	0	Acetobacteraceae	0.14	Rickettsiales	0	Kozakia	0.01	Pelagibacteraceae	0
571943	486	560	Bacteria	1.0	Bacteria	1	Firmicutes	0.93	Firmicutes	1	Bacilli	0.91	Bacilli	1	Bacillales	0.67	Bacillales	1	Bacillales_Incertae Sedis XII	0.19	Bacillales	0	Exiguobacterium	0.19	Bacillaceae	0
877976	491	565	Bacteria	1.0	Bacteria	1	Firmicutes	0.98	Firmicutes	1	Bacilli	0.98	Bacilli	1	Bacillales	0.98	Bacillales	1	Staphylococcaceae	0.96	Bacillales	0	Staphylococcus	0.96	Staphylococcaceae	0
4302868	71	145	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Streptomycetaceae	1.0	Actinomycetales	0	Streptomyces	1.0	Streptomycetaceae	0
1036746	1081	1155	Bacteria	1.0	Bacteria	1	Firmicutes	0.95	Firmicutes	1	Bacilli	0.91	Bacilli	1	Lactobacillales	0.9	Lactobacillales	1	Streptococcaceae	0.7	Lactobacillales	0	Streptococcus	0.63	Streptococcaceae	0
541978	684	758	Bacteria	1.0	Bacteria	1	Firmicutes	0.36	AncK6	0	Clostridia	0.2	NA	NA	Clostridiales	0.19	NA	NA	Clostridiales_Incertae Sedis IV	0.09	NA	NA	Mahella	0.09	NA	NA	1561246	1017	1091	Bacteria	1.0	Bacteria	1	Proteobacteria	0.54	Proteobacteria	1	Deltaproteobacteria	0.42	Deltaproteobacteria	1	Desulfovibrionales	0.4	Desulfovibrionales	1	Desulfohalobiaceae	0.19	Desulfovibrionales	0	Desulfovermiculus	0.19	Desulfovibrionaceae	0
458323	402	476	Bacteria	1.0	Archaea	0	Actinobacteria	0.9	Euryarchaeota	0	Actinobacteria	0.9	Thermoplasmata	0	Actinomycetales	0.9	E2	0	Propionibacteriaceae	0.83	E2	0	Propionibacterium	0.82	Marine	0
284421	565	639	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Pseudomonadales	0.89	Pseudomonadales	1	Pseudomonadaceae	0.89	Pseudomonadales	0	Pseudomonas	0.89	Pseudomonadaceae	0
494602	1152	1226	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.99	Actinomycetales	1	Corynebacteriaceae	0.92	Actinomycetales	0	Corynebacterium	0.92	Corynebacteriaceae	0
4464067	936	1010	Bacteria	1.0	Bacteria	1	Firmicutes	0.83	Firmicutes	1	Clostridia	0.54	Clostridia	1	Clostridiales	0.52	Clostridiales	1	Eubacteriaceae	0.18	Clostridiales	0	Garciella	0.1	Ruminococcaceae	0
4475924	1011	1085	Bacteria	1.0	Bacteria	1	Proteobacteria	0.91	Proteobacteria	1	Gammaproteobacteria	0.89	Gammaproteobacteria	1	Pseudomonadales	0.73	Chromatiales	0	Pseudomonadaceae	0.73	Chromatiales	0	Pseudomonas	0.73	Chromatiaceae	0
338702	1061	1135	Bacteria	1.0	Bacteria	1	Firmicutes	0.91	Firmicutes	1	Clostridia	0.8	Clostridia	1	Clostridiales	0.79	Clostridiales	1	Lachnospiraceae	0.78	Clostridiales	0	Lachnobacterium	0.46	Clostridiaceae	0
576368	833	907	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Alphaproteobacteria	1.0	Alphaproteobacteria	1	Sphingomonadales	0.62	Sphingomonadales	1	Sphingomonadaceae	0.62	Sphingomonadales	0	Sphingomonas	0.62	Sphingomonadaceae	0
623659	1090	1164	Bacteria	0.99	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.98	Actinomycetales	1	Micrococcaceae	0.48	Actinomycetales	0	Acaricomes	0.37	Micrococcaceae	0
836498	295	369	Bacteria	1.0	Bacteria	1	Firmicutes	0.93	Firmicutes	1	Bacilli	0.87	Bacilli	1	Lactobacillales	0.71	Lactobacillales	1	Leuconostocaceae	0.63	Lactobacillales	0	Fructobacillus	0.5	Lactobacillaceae	0
295860	650	724	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Firmicutes	0	Gammaproteobacteria	1.0	Bacilli	0	Enterobacteriales	0.42	Bacillales	0	Enterobacteriaceae	0.42	Bacillales	0	Pantoea	0.09	Bacillaceae	0
41041	557	631	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Bacteroidetes	0	Actinobacteria	1.0	Bacteroidia	0	Actinomycetales	1.0	Bacteroidales	0	Nocardiaceae	0.85	Bacteroidales	0	Nocardia	0.44	NA	NA	265890	829	903	Bacteria	0.97	Bacteria	1	Firmicutes	0.45	Firmicutes	1	Erysipelotrichia	0.35	Erysipelotrichi	0	Erysipelotrichales	0.35	Erysipelotrichales	1	Erysipelotrichaceae	0.35	Erysipelotrichales	0	Allobaculum	0.26	Erysipelotrichaceae	0
914388	434	508	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Bacilli	0.99	Bacilli	1	Lactobacillales	0.99	Lactobacillales	1	Streptococcaceae	0.96	Lactobacillales	0	Streptococcus	0.96	Streptococcaceae	0
3601279	718	792	Bacteria	1.0	Bacteria	1	Chloroflexi	0.47	Hyd24-12	0	Caldilineae	0.46	WM88	0	Caldilineales	0.46	NA	NA	Caldilineaceae	0.46	NA	NA	Caldilinea	0.46	NA	NA	1002318	706	780	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Micrococcaceae	0.5	Actinomycetales	0	Rothia	0.11	Micrococcaceae	0
870082	352	426	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Pseudomonadales	0.57	Pseudomonadales	1	Pseudomonadaceae	0.55	Pseudomonadales	0	Azotobacter	0.43	Pseudomonadaceae	0
2469997	136	210	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Deltaproteobacteria	1.0	Deltaproteobacteria	1	Desulfarculales	1.0	Desulfarculales	1	Desulfarculaceae	1.0	Desulfarculales	0	Desulfarculus	1.0	Desulfarculaceae	0
558012	934	1008	Bacteria	1.0	Bacteria	1	Proteobacteria	0.78	Proteobacteria	1	Deltaproteobacteria	0.33	Deltaproteobacteria	1	Syntrophobacterales	0.29	Syntrophobacterales	1	Syntrophaceae	0.29	Syntrophobacterales	0	Desulfomonile	0.29	Syntrophaceae	0
897520	799	873	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Micrococcaceae	0.82	Actinomycetales	0	Arthrobacter	0.68	Micrococcaceae	0
805878	767	841	Bacteria	1.0	Bacteria	1	Proteobacteria	0.3	Cyanobacteria	0	Deltaproteobacteria	0.28	4C0d-2	0	Desulfuromonadales	0.13	YS2	0	Geobacteraceae	0.12	YS2	0	Geothermobacter	0.12	NA	NA	780395	1302	1376	Bacteria	1.0	Bacteria	1	Firmicutes	0.94	Firmicutes	1	Bacilli	0.91	Bacilli	1	Bacillales	0.91	Gemellales	0	Bacillales_Incertae Sedis XI	0.83	Gemellales	0	Gemella	0.83	Gemellaceae	0
964900	601	675	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Propionibacteriaceae	0.91	Actinomycetales	0	Propionibacterium	0.81	Propionibacteriaceae	0
1112729	1	75	Bacteria	1.0	Bacteria	1	Cyanobacteria/Chloroplast	0.46	Cyanobacteria	0	Cyanobacteria	0.42	Synechococcophycideae	0	Family II	0.42	Synechococcales	0	Family II	0.42	Synechococcales	0	GpIIa	0.36	Synechococcaceae	0
2304848	653	727	Bacteria	1.0	Bacteria	1	Proteobacteria	0.99	Proteobacteria	1	Betaproteobacteria	0.91	Betaproteobacteria	1	Burkholderiales	0.91	Burkholderiales	1	Burkholderiaceae	0.91	Burkholderiales	0	Burkholderia	0.91	Comamonadaceae	0
2723749	785	859	Bacteria	0.99	Bacteria	1	Proteobacteria	0.87	Proteobacteria	1	Gammaproteobacteria	0.75	Gammaproteobacteria	1	Pseudomonadales	0.6	Pseudomonadales	1	Pseudomonadaceae	0.6	Pseudomonadales	0	Pseudomonas	0.56	Pseudomonadaceae	0
82642	485	559	Bacteria	1.0	Bacteria	1	Proteobacteria	0.96	Proteobacteria	1	Alphaproteobacteria	0.96	Betaproteobacteria	0	Sphingomonadales	0.72	Neisseriales	0	Erythrobacteraceae	0.71	Neisseriales	0	Erythrobacter	0.32	Neisseriaceae	0
4442515	1305	1379	Bacteria	1.0	Bacteria	1	Firmicutes	0.63	Firmicutes	1	Clostridia	0.48	Clostridia	1	Clostridiales	0.42	Clostridiales	1	Ruminococcaceae	0.28	Clostridiales	0	Hydrogenoanaerobacterium	0.17	Ruminococcaceae	0
1073552	491	565	Bacteria	1.0	Bacteria	1	Actinobacteria	0.97	Actinobacteria	1	Actinobacteria	0.97	Actinobacteria	1	Actinomycetales	0.97	Actinomycetales	1	Corynebacteriaceae	0.9	Actinomycetales	0	Corynebacterium	0.9	Corynebacteriaceae	0
908471	1269	1343	Bacteria	0.99	Bacteria	1	Actinobacteria	0.84	Actinobacteria	1	Actinobacteria	0.84	Actinobacteria	1	Actinomycetales	0.84	Actinomycetales	1	Micrococcaceae	0.46	Actinomycetales	0	Kocuria	0.43	Micrococcaceae	0
683557	1182	1256	Bacteria	0.86	Bacteria	1	Bacteroidetes	0.73	Bacteroidetes	1	Bacteroidia	0.68	Bacteroidia	1	Bacteroidales	0.68	Bacteroidales	1	Porphyromonadaceae	0.6	Bacteroidales	0	Barnesiella	0.39	S24-7	0
554955	1346	1420	Bacteria	1.0	Bacteria	1	Firmicutes	0.78	Firmicutes	1	Clostridia	0.77	Clostridia	1	Clostridiales	0.74	Clostridiales	1	Ruminococcaceae	0.58	Clostridiales	0	Hydrogenoanaerobacterium	0.15	Ruminococcaceae	0
977167	223	297	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Bacilli	0.99	Bacilli	1	Bacillales	0.87	Bacillales	1	Staphylococcaceae	0.59	Bacillales	0	Staphylococcus	0.57	Staphylococcaceae	0
782815	633	707	Bacteria	1.0	Bacteria	1	Acidobacteria	0.99	Acidobacteria	1	Acidobacteria_Gp1	0.99	Acidobacteriia	0	Edaphobacter	0.62	Acidobacteriales	0	Edaphobacter	0.62	Acidobacteriales	0	Edaphobacter	0.62	Acidobacteriaceae	0
433445	436	510	Bacteria	1.0	Bacteria	1	Actinobacteria	0.89	Firmicutes	0	Actinobacteria	0.89	Clostridia	0	Actinomycetales	0.89	Clostridiales	0	Propionibacteriaceae	0.82	Clostridiales	0	Propionibacterium	0.82	Veillonellaceae	0
4353069	752	826	Bacteria	1.0	Bacteria	1	Armatimonadetes	1.0	Armatimonadetes	1	Armatimonadetes_gp5	1.0	[Fimbriimonadia]	0	Armatimonadetes_gp5	1.0	[Fimbriimonadales]	0	Armatimonadetes_gp5	1.0	[Fimbriimonadales]	0	Armatimonadetes_gp5	1.0	[Fimbriimonadaceae]	0
358430	785	859	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Firmicutes	0	Bacteroidia	0.99	Bacilli	0	Bacteroidales	0.99	Bacillales	0	Bacteroidaceae	0.98	Bacillales	0	Bacteroides	0.98	Bacillaceae	0
4468331	476	550	Bacteria	0.99	Bacteria	1	Verrucomicrobia	0.95	Verrucomicrobia	1	Verrucomicrobiae	0.93	Verrucomicrobiae	1	Verrucomicrobiales	0.93	Verrucomicrobiales	1	Verrucomicrobiaceae	0.93	Verrucomicrobiales	0	Prosthecobacter	0.86	Verrucomicrobiaceae	0
514670	448	522	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.85	Bacteroidetes	1	Bacteroidia	0.56	Bacteroidia	1	Bacteroidales	0.56	Bacteroidales	1	Porphyromonadaceae	0.43	Bacteroidales	0	Petrimonas	0.21	Porphyromonadaceae	0
328315	300	374	Bacteria	1.0	Bacteria	1	Firmicutes	0.73	Bacteroidetes	0	Clostridia	0.66	Bacteroidia	0	Clostridiales	0.66	Bacteroidales	0	Lachnospiraceae	0.6	Bacteroidales	0	Anaerostipes	0.13	Bacteroidaceae	0
137848	93	167	Bacteria	0.98	Bacteria	1	Firmicutes	0.48	Verrucomicrobia	0	Bacilli	0.19	[Pedosphaerae]	0	Bacillales	0.09	[Pedosphaerales]	0	Paenibacillaceae 2	0.01	[Pedosphaerales]	0	Oxalophagus	0.01	auto67_4W	0
409512	815	889	Bacteria	1.0	Bacteria	1	Actinobacteria	0.84	Cyanobacteria	0	Actinobacteria	0.84	Synechococcophycideae	0	Actinomycetales	0.84	Synechococcales	0	Propionibacteriaceae	0.73	Synechococcales	0	Propionibacterium	0.73	Synechococcaceae	0
243751	1080	1154	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.88	Bacteroidetes	1	Bacteroidia	0.71	Bacteroidia	1	Bacteroidales	0.71	Bacteroidales	1	Porphyromonadaceae	0.68	Bacteroidales	0	Porphyromonas	0.67	Porphyromonadaceae	0
4430399	1090	1164	Bacteria	0.96	Bacteria	1	Chloroflexi	0.33	Chloroflexi	1	Caldilineae	0.19	Anaerolineae	0	Caldilineales	0.19	OPB11	0	Caldilineaceae	0.19	OPB11	0	Caldilinea	0.19	NA	NA	891348	616	690	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Propionibacteriaceae	0.9	Actinomycetales	0	Propionibacterium	0.64	Propionibacteriaceae	0
1017929	311	385	Bacteria	1.0	Bacteria	1	Actinobacteria	0.75	Firmicutes	0	Actinobacteria	0.75	Clostridia	0	Actinomycetales	0.75	Clostridiales	0	Brevibacteriaceae	0.6	Clostridiales	0	Brevibacterium	0.6	Lachnospiraceae	0
984645	985	1059	Bacteria	1.0	Bacteria	1	Firmicutes	0.95	Firmicutes	1	Bacilli	0.85	Bacilli	1	Lactobacillales	0.34	Lactobacillales	1	Streptococcaceae	0.17	Lactobacillales	0	Streptococcus	0.17	Streptococcaceae	0
4323182	57	131	Bacteria	1.0	Bacteria	1	Firmicutes	0.94	Firmicutes	1	Bacilli	0.87	Bacilli	1	Bacillales	0.87	Bacillales	1	Bacillaceae 2	0.5	Bacillales	0	Terribacillus	0.43	Bacillaceae	0
